created,id,modified,name,originalLastModified,project,s3Key,size,uploadedBy,state,hasWritePermission,recorderSerialNumber,recorder,recordingDatetime
2025-03-11T16:03:17.475893+01:00,37215,2025-03-14T09:14:31.541787+01:00,cmb---_20230914_154118_1500_1560_ch0.wav,2024-03-06T11:43:22+01:00,55,cmb---_20230914_154118_1500_1560_ch0.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-11T16:03:17.479680+01:00,37220,2025-03-14T09:14:31.563637+01:00,cmb---_20230914_154118_1620_1680_ch1.wav,2024-03-06T11:43:24+01:00,55,cmb---_20230914_154118_1620_1680_ch1.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-11T16:03:17.483400+01:00,37225,2025-03-14T09:14:31.585777+01:00,cmb---_20230914_154118_1800_1860_ch0.wav,2024-03-06T11:43:22+01:00,55,cmb---_20230914_154118_1800_1860_ch0.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-11T16:03:17.494693+01:00,37240,2025-03-14T09:14:31.656553+01:00,cmb---_20230914_154118_3000_3060_ch0.wav,2024-03-06T11:43:24+01:00,55,cmb---_20230914_154118_3000_3060_ch0.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-11T16:03:17.461259+01:00,37197,2025-03-14T09:14:31.462210+01:00,cmb---_20230914_154118_960_1020_ch0.wav,2024-03-06T11:43:22+01:00,55,cmb---_20230914_154118_960_1020_ch0.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-11T16:03:17.464544+01:00,37201,2025-03-14T09:14:31.478952+01:00,cmb---_20230914_154118_1080_1140_ch0.wav,2024-03-06T11:43:22+01:00,55,cmb---_20230914_154118_1080_1140_ch0.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-11T16:03:17.468741+01:00,37206,2025-03-14T09:14:31.502248+01:00,cmb---_20230914_154118_1200_1260_ch1.wav,2024-03-06T11:43:24+01:00,55,cmb---_20230914_154118_1200_1260_ch1.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-07T13:29:52.814550+01:00,34001,2025-03-14T09:14:31.307336+01:00,1.wav,2025-03-06T10:09:07+01:00,55,1.wav,2938274,22,uploaded,True,1,{},
2025-03-11T16:03:17.473629+01:00,37212,2025-03-14T09:14:31.529018+01:00,cmb---_20230914_154118_1380_1440_ch1.wav,2024-03-06T11:43:24+01:00,55,cmb---_20230914_154118_1380_1440_ch1.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-02-19T14:44:38.330740+01:00,33977,2025-03-14T09:14:31.294782+01:00,20250117_105000.wav,2025-02-19T14:44:28+01:00,55,20250117_105000.wav,5760843,22,uploaded,True,1,{},2025-01-17T11:50:00+01:00
2025-03-11T16:03:17.476733+01:00,37216,2025-03-14T09:14:31.546135+01:00,cmb---_20230914_154118_1500_1560_ch1.wav,2024-03-06T11:43:24+01:00,55,cmb---_20230914_154118_1500_1560_ch1.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
2025-03-04T14:34:41.092957+01:00,33998,2025-03-14T09:14:31.301512+01:00,sma11032_20240608_003700.wav,2025-02-25T16:28:17+01:00,55,sma11032_20240608_003700.wav,115201186,22,uploaded,True,1,{},2024-06-08T02:37:00+02:00
2025-03-11T16:03:17.481218+01:00,37222,2025-03-14T09:14:31.572779+01:00,cmb---_20230914_154118_1680_1740_ch1.wav,2024-03-06T11:43:24+01:00,55,cmb---_20230914_154118_1680_1740_ch1.wav,5292044,22,uploaded,True,1,{},2023-09-14T17:41:18+02:00
